t_index	term	df
6617	loftiest	1
6618	log	6
6619	logic	5
6620	logist	12
6621	logvinovich	1
6622	lohna	1
6623	loi	1
6624	loit	1
6625	london	26
6626	londonbas	7
6627	longabandon	2
6628	longbitt	1
6629	longerterm	2
6630	longestsought	1
6631	longestsurviv	1
6632	longev	1
6633	longhair	1
6634	longplan	1
6635	longrang	1
6636	longreach	1
6637	longres	2
6638	longrul	2
6639	longshot	2
6640	longsimm	2
6641	longstand	8
6642	longsuff	1
6643	longsuppress	1
6644	longterm	9
6645	longtim	30
6646	look	219
6647	lookout	3
6648	lookse	1
6649	loom	7
6650	loop	1
6651	loophol	2
6652	loos	23
6653	looseend	1
6654	loosen	7
6655	looser	2
6656	loot	11
6657	lopez	6
6658	lopsid	4
6659	loran	6
6660	lord	6
6661	lore	1
6662	lorensen	1
6663	lorenzo	6
6664	lori	1
6665	loron	2
6666	lorri	1
6667	lose	79
6668	loser	7
6669	loss	62
6670	lost	150
6671	lot	132
6672	lott	6
6673	lotteri	1
6674	lou	1
6675	loud	13
6676	loudli	1
6677	loudspeak	9
6678	loug	1
6679	loui	65
6680	louisarea	1
6681	louisiana	6
6682	louisvil	4
6683	lourd	1
6684	lousi	3
6685	love	49
6686	low	36
6687	lowcut	2
6688	lowel	3
6689	lower	24
6690	lowerlevel	1
6691	lowerrank	1
6692	lowest	4
6693	lowestseed	1
6694	lowgrad	4
6695	lowincom	2
6696	lowkey	3
6697	lowlevel	6
6698	lowprofil	2
6699	lowtech	2
6700	loyal	16
6701	loyalist	17
6702	loyalti	8
6703	lsd	1
6704	ltd	2
6705	lubbock	1
6706	luci	1
6707	lucia	2
6708	luciano	1
6709	lucio	2
6710	luck	4
6711	lucki	20
6712	luckier	1
6713	luckiest	3
6714	lucr	2
6715	ludwig	1
6716	lugar	3
6717	luggag	1
6718	lui	8
6719	lukin	1
6720	lumber	3
6721	lumberjack	1
6722	luna	1
6723	lunch	12
6724	luncheon	3
6725	lunchtim	2
6726	lung	9
6727	luong	6
6728	lurid	1
6729	lurin	1
6730	lush	1
6731	lust	1
6732	luther	2
6733	lutheran	1
6734	luxembourg	3
6735	luxor	2
6736	luxuri	5
6737	lvador	1
6738	lwrlwr	1
6739	lyhoogatnytimescom	1
6740	lynch	2
6741	lyndon	8
6742	lynn	2
6743	lyon	1
6744	lyric	3
6745	mac	4
6746	macarthur	1
6747	macdonald	4
6748	maceda	11
6749	macedonia	2
6750	machaca	3
6751	machet	6
6752	machin	23
6753	machineri	4
6754	machinist	1
6755	mack	8
6756	macon	1
6757	madden	1
6758	maddock	1
6759	madelein	42
6760	madelin	4
6761	madinat	1
6762	madison	3
6763	madix	1
6764	madra	4
6765	madrassah	1
6766	madrid	14
6767	maelstrom	1
6768	mafia	3
6769	magana	6
6770	maganbhai	4
6771	magazin	13
6772	mager	1
6773	maggi	1
6774	magic	2
6775	magistr	3
6776	magnanim	3
6777	magnat	3
6778	magnet	1
6779	magnifi	4
6780	magnific	1
6781	magnitogorsk	2
6782	magnitud	59
6783	magnu	14
6784	magnum	4
6785	mahajan	2
6786	mahatma	1
6787	mahesh	1
6788	mahmood	1
6789	mahmoud	1
6790	mahogani	1
6791	mahopac	1
6792	mahur	3
6793	maiden	1
6794	mail	14
6795	maim	3
6796	main	117
6797	mainagashev	1
6798	mainland	1
6799	mainli	17
6800	mainstay	1
6801	maintain	48
6802	mainten	19
6803	mainupl	1
6804	maj	5
6805	majdanpek	1
6806	majoli	6
6807	major	198
6808	majorityalbanian	1
6809	majorparti	1
6810	maker	2
6811	makeshift	17
6812	maketa	1
6813	makeup	1
6814	malaysia	4
6815	malaysian	3
6816	malca	1
6817	malcolm	2
6818	male	2
6819	malevol	4
6820	malfunct	13
6821	malhotra	1
6822	mali	3
6823	malic	2
6824	maliss	1
6825	malivai	1
6826	malnourish	1
6827	malnutrit	1
6828	malon	1
6829	maloney	2
6830	mama	1
6831	mamad	2
6832	mamansk	1
6833	mammoth	2
6834	manag	88
6835	manama	4
6836	mananga	1
6837	manannikova	1
6838	manau	1
6839	manchest	1
6840	mandat	9
6841	mandatori	7
6842	mandela	1
6843	maneuv	27
6844	mangal	1
6845	mangl	12
6846	mangu	1
6847	manhattan	10
6848	manhunt	27
6849	mani	345
6850	mania	3
6851	manifest	1
6852	manifold	1
6853	manind	1
6854	manipul	27
6855	manmad	2
6856	mann	4
6857	manner	15
6858	manorama	1
6859	mansfield	1
6860	mansi	1
6861	mansion	21
6862	mansiz	2
6863	mansoob	1
6864	mansoon	1
6865	mantra	4
6866	manuel	5
6867	manufactur	12
6868	maoist	2
6869	map	8
6870	maquiladora	1
6871	mar	20
6872	maradiaga	1
6873	maraniss	1
6874	marat	27
6875	marathon	6
6876	marbella	1
6877	marbl	2
6878	marblehal	1
6879	marburi	1
6880	marc	23
6881	marcela	1
6882	marcelo	2
6883	march	59
6884	marchenko	1
6885	marcher	6
6886	marci	1
6887	marco	7
6888	marg	1
6889	margaret	4
6890	margin	25
6891	margolin	2
6892	mari	27
6893	maria	13
6894	mariam	1
6895	mariana	2
6896	mariano	1
6897	marietta	3
6898	marija	1
6899	marijuana	5
6900	marilyn	4
6901	marin	39
6902	marineborn	1
6903	mario	9
6904	marit	2
6905	maritim	17
6906	marjanov	2
6907	mark	85
6908	market	33
6909	marketplac	2
6910	marko	11
6911	markov	10
6912	marlborough	2
6913	marlen	2
6914	marlin	15
6915	marlton	1
6916	marmian	1
6917	maroon	1
6918	marquez	15
6919	marrero	2
6920	marri	7
6921	marriag	5
6922	marroquin	1
6923	marrow	1
6924	marsha	1
6925	marshal	12
6926	marshallfor	1
6927	marshallreport	1
6928	marta	2
6929	martha	2
6930	marti	1
6931	martial	1
6932	martin	20
6933	martina	40
6934	martinez	8
6935	martyr	3
6936	martz	1
6937	marv	1
6938	marvel	2
6939	marxist	11
6940	maryland	3
6941	masia	1
6942	mask	5
6943	masondixon	3
6944	masonri	11
6945	masquerad	1
6946	mass	38
6947	massachusett	4
6948	massachusettss	1
6949	massacr	6
6950	masseus	1
6951	massi	2
6952	massif	1
6953	massiv	65
6954	mast	1
6955	master	10
6956	masteri	1
6957	mastermind	33
6958	mat	1
6959	match	70
6960	matchup	6
6961	mate	18
6962	materi	42
6963	math	1
6964	mathemat	3
6965	mathewson	2
6966	mathieu	1
6967	matic	4
6968	matt	1
6969	matter	76
6970	matteroffact	1
6971	matthew	8
6972	mattingli	1
6973	mattress	5
6974	matur	2
6975	mauresmo	6
6976	mauricio	1
6977	mauritania	4
6978	mauro	1
6979	mausoleum	3
6980	maxim	2
6981	maximalist	1
6982	maximum	20
6983	maximumsecur	17
6984	mayb	39
6985	mayhem	3
6986	mayor	30
6987	maze	2
6988	mbeki	3
6989	mcalest	3
6990	mcarthur	1
6991	mcauliff	4
6992	mcavoy	1
6993	mccain	5
6994	mccarthi	2
6995	mcclean	1
6996	mcclure	1
6997	mccollum	7
6998	mccomb	1
6999	mcconnel	1
7000	mcdaniel	1
7001	mcdonald	2
7002	mcdoogl	3
7003	mcdougal	12
7004	mcduff	1
7005	mcduge	1
7006	mcenro	2
7007	mcgwire	2
7008	mci	1
7009	mcintosh	1
7010	mcnamara	1
7011	mcveigh	1
7012	md	6
7013	meager	2
7014	meal	6
7015	mean	99
7016	meaning	2
7017	meant	22
7018	meantim	14
7019	meanwhil	74
7020	measur	69
7021	meat	3
7022	mecca	2
7023	mechan	10
7024	mechanicsvil	3
7025	medal	10
7026	medalist	5
7027	media	68
7028	mediat	16
7029	medic	92
7030	medicar	13
7031	medicin	18
7032	medina	5
7033	medinat	2
7034	mediterranean	6
7035	medium	3
7036	mediumlevel	1
7037	mediumsecur	2
7038	meena	1
7039	meet	171
7040	megaphon	1
7041	megawatt	2
7042	meghann	3
7043	megrahi	1
7044	meguid	1
7045	mehta	3
7046	mei	1
7047	mel	67
7048	mela	3
7049	melancholi	1
7050	melbourn	28
7051	mele	7
7052	melissa	6
7053	mell	1
7054	mellman	1
7055	melros	1
7056	melt	3
7057	melvin	4
7058	membership	4
7059	memento	1
7060	memo	5
7061	memoir	1
7062	memor	4
7063	memorandum	1
7064	memori	58
7065	memphi	1
7066	menac	1
7067	mend	3
7068	menet	1
7069	mengistu	1
7070	mensch	1
7071	mental	15
7072	mention	37
7073	mentor	1
7074	menu	2
7075	mer	1
7076	merced	3
7077	merchant	6
7078	merci	6
7079	merciless	1
7080	mere	17
7081	merg	3
7082	merger	2
7083	meri	2
7084	merianov	1
7085	merit	13
7086	merlin	1
7087	mermonsk	1
7088	mermosk	1
7089	mern	1
7090	merri	2
7091	mershon	8
7092	mesh	2
7093	mesmer	1
7094	mess	17
7095	messag	44
7096	messeng	1
7097	metal	32
7098	metalcutt	1
7099	metaledg	1
7100	metallurg	2
7101	metalsl	1
7102	metaphor	3
7103	meteorolog	6
7104	meteorologist	3
7105	meter	2
7106	method	15
7107	methodist	2
7108	methodolog	1
7109	methyl	1
7110	meticul	4
7111	metropolitan	1
7112	mexican	4
7113	mexico	34
7114	mia	12
7115	miami	13
7116	miamid	1
7117	miamidad	2
7118	miand	1
7119	micandinov	1
7120	mich	7
7121	michael	45
7122	michal	3
7123	michel	4
7124	michella	1
7125	michigan	18
7126	mickelson	3
7127	mickli	1
7128	microphon	2
7129	microscop	2
7130	micunov	1
7131	mid	18
7132	midafternoon	6
7133	midday	12
7134	middecemb	2
7135	middl	125
7136	middleclass	8
7137	mideast	25
7138	midgulf	1
7139	midmorn	1
7140	midnight	19
7141	midnovemb	2
7142	midoctob	1
7143	midpoint	1
7144	midsect	3
7145	midseptemb	4
7146	midst	7
7147	midstream	1
7148	midway	2
7149	midweek	1
7150	midwest	3
7151	midwestern	1
7152	mif	1
7153	mift	1
7154	mighti	3
7155	migrant	2
7156	migrat	5
7157	miguel	11
7158	mihailova	1
7159	mihajlov	3
7160	miiltari	1
7161	mik	1
7162	mike	22
7163	mikhail	8
7164	mikhailov	1
7165	mikilo	1
7166	miklaszeski	1
7167	miklaszewski	14
7168	miklaszweski	1
7169	milagro	2
7170	milan	10
7171	milanko	1
7172	milanov	2
7173	mild	7
7174	mildli	1
7175	mildr	1
7176	mile	133
7177	milelong	3
7178	mileston	2
7179	milica	2
7180	milit	38
7181	militantli	2
7182	militar	3
7183	militari	281
7184	militarili	8
7185	militarystyl	1
7186	militarytim	1
7187	militia	2
7188	militiamen	1
7189	milivoj	1
7190	milivojev	1
7191	milk	1
7192	milken	17
7193	mill	4
7194	millenni	1
7195	millennium	4
7196	miller	6
7197	millimet	2
7198	million	191
7199	millionair	15
7200	milliondollar	1
7201	milo	3
7202	milosev	134
7203	miloseviccontrol	7
7204	milosov	1
7205	milovan	2
7206	milroy	1
7207	milutin	4
7208	milutinov	9
7209	milwauke	3
7210	minaret	2
7211	minc	1
7212	mind	36
7213	minder	1
7214	mindset	1
7215	mine	46
7216	minefield	1
7217	mineinfest	1
7218	miner	20
7219	mineremov	1
7220	minesweep	1
7221	mingl	3
7222	minh	24
7223	miniatur	1
7224	minim	3
7225	minimum	13
7226	minist	171
7227	ministri	35
7228	minivan	1
7229	minn	3
7230	minneapoli	2
7231	minner	1
7232	minnesota	12
7233	minnesotan	1
7234	minor	39
7235	mint	1
7236	minu	6
7237	minut	103
7238	mira	3
7239	miracl	10
7240	miracul	6
7241	miranda	3
7242	mirco	1
7243	miriam	1
7244	mirjana	9
7245	mirko	2
7246	miroljub	1
7247	miroslav	2
7248	miroslava	2
7249	mirror	3
7250	misappli	2
7251	miscalcul	1
7252	misconduct	1
7253	misconstru	1
7254	miscu	1
7255	misde	2
7256	misdemeanor	8
7257	miser	4
7258	miseri	1
7259	misfir	3
7260	misfortun	1
7261	misguid	1
7262	misha	2
7263	mishandl	6
7264	mishap	1
7265	mishra	1
7266	misinform	2
7267	misl	2
7268	mislead	1
7269	mismanag	3
7270	mismatch	4
7271	misnom	1
7272	mispronounc	1
7273	misrepres	1
7274	misrepresent	1
7275	miss	151
7276	missil	52
7277	mission	55
7278	missionari	3
7279	mississippi	13
7280	missouri	67
7281	missourian	6
7282	missouricolumbia	1
7283	misspel	1
7284	misstat	3
7285	misstep	2
7286	mistak	32
7287	mistaken	3
7288	mistreat	4
7289	mistress	6
7290	mistrust	1
7291	misunderstand	3
7292	misunderstood	4
7293	misus	2
7294	mitch	5
7295	mitchel	7
7296	mitic	2
7297	mitig	5
7298	mitra	1
7299	mitrovica	1
7300	mittman	1
7301	mix	26
7302	mixtur	3
7303	mladic	2
7304	mladjan	3
7305	moammar	1
7306	moan	1
7307	mob	27
7308	mobil	17
7309	mock	5
7310	mockeri	1
7311	mode	4
7312	model	12
7313	moder	29
7314	modern	24
7315	modest	7
7316	modifi	6
7317	mofrt	1
7318	mogul	5
7319	moham	24
7320	mohammad	1
7321	mohm	1
7322	mohsen	3
7323	moin	1
7324	molass	1
7325	mold	1
7326	mole	1
7327	molest	1
7328	molotov	1
7329	mom	5
7330	momcilo	1
7331	moment	110
7332	momentbymo	1
7333	moments	1
7334	momentum	12
7335	momir	5
7336	mommi	1
7337	mona	1
7338	monarch	1
7339	monarchi	1
7340	monasteri	1
7341	monday	207
7342	monetari	13
7343	money	110
7344	moneylaund	6
7345	monger	1
7346	monica	32
7347	moniqu	1
7348	monitor	15
7349	monopol	1
7350	monoxid	2
7351	monsignor	1
7352	mont	1
7353	montana	9
7354	montecino	5
7355	montelo	1
7356	montenegrin	7
7357	montenegro	23
7358	montesino	41
7359	montesinoss	1
7360	montesseno	1
7361	montgomeri	2
7362	month	261
7363	monthli	1
7364	monthlong	2
7365	monthold	6
7366	monticello	1
7367	montonegro	1
7368	montono	1
7369	montoursvil	1
7370	monument	3
7371	moo	1
7372	mood	19
7373	moolgd	1
7374	moon	1
7375	mooney	1
7376	mooni	1
7377	moor	35
7378	moorin	1
7379	moot	1
7380	mope	1
7381	moral	38
7382	morali	1
7383	morariu	4
7384	moratorium	5
7385	morelimit	1
7386	moreno	8
7387	moreov	2
7388	moresmo	1
7389	morgan	1
7390	morgu	8
7391	mori	5
7392	morison	1
7393	mork	1
7394	morn	138
7395	moroccan	1
7396	morocco	8
7397	moros	1
7398	morph	1
7399	morrano	1
7400	morri	2
7401	morrisvil	2
7402	mortal	2
7403	mortar	4
7404	morton	3
7405	moscow	79
7406	mosqu	14
7407	mosquito	1
7408	mossad	1
7409	mostli	45
7410	mostvisit	1
7411	mostwant	7
7412	motahar	1
7413	motel	8
7414	motelapart	1
7415	moth	1
7416	mother	64
7417	motherland	1
7418	motherless	1
7419	motion	11
7420	motiv	19
7421	motley	1
7422	motor	19
7423	motorbik	1
7424	motorcad	11
7425	motorcycl	6
7426	motorist	1
7427	motsak	4
7428	motto	2
7429	mound	11
7430	mount	38
7431	mountain	37
7432	mountainsid	6
7433	mountaintop	1
7434	mourn	21
7435	mourner	12
7436	mourton	1
7437	mouth	4
7438	mouthpiec	3
7439	move	211
7440	movement	37
7441	mover	3
7442	movi	9
7443	moviestar	1
7444	mow	2
7445	moya	10
7446	moynihan	5
7447	moyo	1
7448	mozambiqu	2
7449	mph	16
7450	mrclinton	1
7451	msnbc	3
7452	msnbccom	2
7453	mtv	1
7454	mubarak	6
7455	muchawait	1
7456	muchtalkedabout	1
7457	mud	23
7458	mudbrick	2
7459	mudcov	1
7460	muddi	4
7461	muddl	3
7462	mudslid	5
7463	mueller	5
7464	muezzin	1
7465	muffl	3
7466	mug	2
7467	mugab	1
7468	muham	1
7469	muhammad	7
7470	mujahedeen	1
7471	mujahedin	1
7472	mujahid	1
7473	mull	3
7474	mullah	1
7475	mulligan	1
7476	mullin	9
7477	mulshankar	3
7478	multifacet	2
7479	multilingu	1
7480	multimillion	1
7481	multimillionair	3
7482	multimilliondollar	2
7483	multin	4
7484	multiparti	2
7485	multipl	11
7486	multipli	1
7487	multistori	7
7488	multitud	2
7489	mum	2
7490	mumbai	1
7491	munchak	1
7492	mundan	2
7493	munich	1
7494	municip	17
7495	munit	3
7496	muprhi	1
7497	muqbel	1
7498	murder	52
7499	murdoch	1
7500	murk	1
7501	murki	3
7502	murmansk	5
7503	murmosk	1
7504	murousi	1
7505	murphi	21
7506	murray	2
7507	murtza	1
7508	muscl	4
7509	muscular	1
7510	muse	1
7511	museum	7
7512	museummuslim	1
7513	musharraf	4
7514	music	13
7515	musician	2
7516	muslim	58
7517	mustach	2
7518	muster	1
7519	mustnt	3
7520	mute	9
7521	mutil	2
7522	mutin	1
7523	mutini	7
7524	muttawakil	1
7525	mutter	1
7526	mutual	1
7527	myakka	1
7528	myasthenia	1
7529	mydan	1
7530	myer	4
7531	myong	2
7532	mysteri	17
7533	mystiqu	1
7534	myth	2
7535	mythic	1
7536	naacp	1
7537	nab	2
7538	nabil	1
7539	nachtig	4
7540	nacion	1
7541	nadejda	1
7542	nader	12
7543	nadia	1
7544	nadler	1
7545	nadu	1
7546	nagel	1
7547	nagl	1
7548	nagyova	3
7549	nailbit	1
7550	nailstud	2
7551	naina	5
7552	nainabehn	1
7553	nairobi	6
7554	nairri	1
7555	naiv	1
7556	naji	1
7557	najjar	1
7558	nake	2
7559	nam	4
7560	namast	1
7561	nambiar	1
7562	name	162
7563	namesak	1
7564	namrata	5
7565	nanci	3
7566	nanni	1
7567	nanuet	1
7568	naoya	1
7569	nap	2
7570	narayan	2
7571	narayanan	1
7572	narbheram	1
7573	narcot	13
7574	narr	1
7575	narrow	28
7576	narrowlan	1
7577	narrowli	9
7578	nasa	1
7579	nasdaq	1
7580	nashvil	7
7581	nasir	1
7582	nasr	1
7583	nassou	2
7584	nasti	1
7585	nastier	1
7586	natalia	1
7587	nath	1
7588	nati	1
7589	nation	332
7590	nationalist	15
7591	nationwid	21
7592	nativ	18
7593	nato	47
7594	natol	1
7595	natta	1
7596	natter	11
7597	natur	48
7598	nauf	1
7599	navajo	4
7600	naval	108
7601	navarro	1
7602	navasota	1
7603	navel	1
7604	navi	230
7605	navig	2
7606	navnirman	1
7607	navrotski	8
7608	navyblu	1
7609	navyl	1
7610	navymen	2
7611	navytown	1
7612	nazi	3
7613	nb	1
7614	nbc	65
7615	nbcnew	1
7616	near	179
7617	nearbi	66
7618	nearest	1
7619	nearli	115
7620	nearmiracul	1
7621	nearsavag	2
7622	neat	4
7623	neatli	1
7624	neb	1
7625	nebojsa	15
7626	nebraska	4
7627	necessari	30
7628	necessarili	8
7629	necessit	3
7630	neck	6
7631	neckandneck	3
7632	neediest	1
7633	needl	1
7634	neeman	1
7635	neg	12
7636	negat	1
7637	neglect	2
7638	neglig	4
7639	negoti	63
7640	neighbor	83
7641	neighborhood	54
7642	neighborli	5
7643	neither	38
7644	nelli	1
7645	nelson	8
7646	nemesi	4
7647	nemeth	1
7648	nena	1
7649	nenad	10
7650	nenadov	1
7651	nene	1
7652	neocommunist	7
7653	nepal	8
7654	nephew	5
7655	neruda	2
7656	nerv	5
7657	nervou	12
7658	nervous	4
7659	nese	1
7660	ness	1
7661	nest	1
7662	net	81
7663	netherland	15
7664	network	61
7665	neutral	4
7666	nevada	7
7667	neversayquit	1
7668	nevertheless	9
7669	nevypolneniy	1
7670	newark	1
7671	newburi	21
7672	newcomb	1
7673	newfound	2
7674	newli	34
7675	newlyw	2
7676	newport	2
7677	news	346
7678	newscast	7
7679	newscom	1
7680	newslett	4
7681	newsmagazin	1
7682	newspap	58
7683	newspet	2
7684	newsroom	1
7685	newsstand	1
7686	newsweek	3
7687	newswir	1
7688	nextdoor	2
7689	nextofkin	1
7690	nexttolast	1
7691	nfl	1
7692	ngan	1
7693	ngo	2
7694	ngoc	2
7695	nguessan	2
7696	nguyen	4
7697	nhan	1
7698	nhema	1
7699	nic	1
7700	nicaragua	3
7701	nice	10
7702	niceti	1
7703	nich	1
7704	nichola	2
7705	nick	4
7706	nicknam	5
7707	nicodem	2
7708	nicol	3
7709	nicola	8
7710	nidal	1
7711	niec	1
7712	nielsen	1
7713	nien	2
7714	nieto	1
7715	nigeria	7
7716	nigerian	1
7717	night	196
7718	nightclub	3
7719	nightfal	3
7720	nightgown	2
7721	nightli	2
7722	nightmar	6
7723	nightmarish	1
7724	nighttim	5
7725	nighttimeincloud	1
7726	nightvis	1
7727	nikit	1
7728	nikol	2
7729	nikola	3
7730	niksic	2
7731	nimesh	1
7732	nina	5
7733	nine	37
7734	ninehour	1
7735	ninepag	1
7736	ninepoint	1
7737	ninestori	1
7738	nineti	1
7739	nineyearold	1
7740	nino	1
7741	ninth	20
7742	nip	2
7743	nirmala	1
7744	nissan	3
7745	nitex	2
7746	nitrat	1
7747	nittygritti	1
7748	nixon	17
7749	nj	6
7750	nm	1
7751	nobl	3
7752	nobleman	1
7753	nobodi	39
7754	nod	2
7755	noi	1
7756	nois	6
7757	noisi	1
7758	nolan	1
7759	noman	1
7760	nomin	17
7761	nomine	14
7762	nonchalantli	1
7763	nonclassifi	1
7764	nonclear	1
7765	noncommiss	1
7766	nondiscrimin	1
7767	none	44
7768	nonessenti	3
7769	nonetheless	9
7770	nonexist	5
7771	nongover	1
7772	nongovern	2
7773	nongovernment	1
7774	nonjew	1
7775	nonjewish	1
7776	nonmilitari	1
7777	nonmuslim	1
7778	nonneman	1
7779	nonpartisan	6
7780	nonpolit	2
7781	nonprofit	3
7782	nonsaudi	1
7783	nonsens	1
7784	nonspecif	1
7785	nonstat	1
7786	nonstop	4
7787	nonviol	8
7788	nonword	1
7789	nonyemeni	9
7790	nor	31
7791	norah	1
7792	norfolk	67
7793	norm	3
7794	normal	69
7795	normalci	1
7796	norman	19
7797	north	78
7798	northeast	10
7799	northeastern	6
7800	northern	59
7801	northernbas	3
7802	northup	4
7803	northward	1
7804	northwest	17
7805	northwestern	3
7806	norton	1
7807	norway	14
7808	norwegian	43
7809	norwegianown	1
7810	nose	3
7811	noshow	1
7812	nostalgia	1
7813	notabl	10
7814	notch	4
7815	note	70
7816	notebook	2
7817	notic	19
7818	notif	1
7819	notifi	20
7820	notion	4
7821	notori	6
7822	notorieti	1
7823	notr	2
7824	notwithstand	2
7825	nov	38
7826	novel	2
7827	novelist	2
7828	novemb	34
7829	novi	4
7830	novic	1
7831	novost	1
7832	novosti	3
7833	novot	1
7834	nowaday	1
7835	nowdefunct	1
7836	nowdemolish	1
7837	nowdisqualifi	2
7838	nowfugit	1
7839	nowoust	3
7840	npr	9
7841	ntsb	5
7842	nuanc	1
7843	nuclear	48
7844	nuclearpow	4
7845	nude	1
7846	nudg	3
7847	nuffer	1
7848	null	1
7849	nullifi	9
7850	numer	21
7851	nun	1
7852	nuria	3
7853	nurs	8
7854	nurtur	2
7855	nuvajubhai	1
7856	nw	1
7857	oa	2
7858	oakland	1
7859	oasi	2
7860	oath	13
7861	oathtak	1
7862	oaxa	1
7863	obannon	1
7864	obedi	2
7865	obey	9
7866	obituari	1
7867	object	36
7868	oblig	9
7869	obliqu	1
7870	obliter	2
7871	obrad	1
7872	obradov	3
7873	obrenovac	1
7874	obrien	1
7875	obscen	2
7876	obscur	5
7877	observ	45
7878	observatori	1
7879	obsess	2
7880	obstacl	14
7881	obstinaci	1
7882	obstruct	3
7883	obstructionist	1
7884	obtain	61
7885	obviou	12
7886	obvious	46
7887	obyazatelstv	1
7888	occas	19
7889	occasion	14
7890	occup	9
7891	occupi	16
7892	occur	67
7893	ocean	13
7894	ochoa	3
7895	oclock	2
7896	oconnel	1
7897	oct	112
7898	octob	75
7899	octopu	3
7900	odd	10
7901	odeh	1
7902	odium	1
7903	odlon	1
7904	odolon	1
7905	odonnel	3
7906	offbal	1
7907	offcamera	1
7908	offenc	1
7909	offend	13
7910	offens	16
7911	offer	128
7912	offic	364
7913	offici	496
7914	offpost	1
7915	offseason	2
7916	offshoot	1
7917	offshor	12
7918	offthecuff	1
7919	ofici	1
7920	oftenthuggish	2
7921	ofussia	1
7922	ogen	1
7923	ognjen	1
7924	oh	14
7925	ohio	9
7926	oik	1
7927	oil	43
7928	oilconsum	1
7929	oildril	1
7930	oiler	2
7931	oilfield	1
7932	oili	4
7933	oilproduc	2
7934	oilrich	3
7935	oiltrad	1
7936	ojdan	3
7937	okay	8
7938	okaz	1
7939	okeef	1
7940	okla	2
7941	oklahoma	13
7942	oklia	1
7943	olden	1
7944	oldfashion	1
7945	oldstyl	1
7946	oldtim	1
7947	oleg	2
7948	olga	3
7949	oliv	4
7950	oliva	2
7951	olivegreen	1
7952	olivera	5
7953	olivo	1
7954	oloroc	1
7955	olsen	3
7956	olson	1
7957	olymp	16
7958	olympia	3
7959	olympian	1
7960	omah	1
7961	oman	4
7962	omar	9
7963	ombudsman	4
7964	omen	3
7965	omin	2
7966	omiss	2
7967	omit	2
7968	omnivor	1
7969	onal	1
7970	onboard	4
7971	oncebustl	1
7972	oncedomin	1
7973	onceformid	2
7974	oncefriendli	1
7975	oncemargin	1
7976	oncepow	2
7977	oncepromin	3
7978	oncourt	2
7979	onebyon	1
7980	oneday	5
7981	onehour	2
7982	oneil	5
7983	oneinch	1
7984	oneparti	1
7985	onequart	3
7986	oneroom	1
7987	onesid	1
7988	onetenth	1
7989	onethird	3
7990	onetim	20
7991	onevot	1
7992	oneway	1
7993	oneyear	1
7994	ongo	14
7995	onkar	1
7996	onli	348
7997	onlin	1
7998	onlook	9
7999	onscen	1
8000	onsit	1
8001	onslaught	1
8002	onto	50
8003	onward	1
8004	opec	1
8005	openair	7
8006	openfront	2
8007	openli	16
8008	openspac	1
8009	oper	161
8010	opera	2
8011	opinion	23
8012	oppon	75
8013	opportun	30
8014	oppos	42
8015	opposit	186
8016	oppositioncontrol	5
8017	oppositionl	1
8018	oppositionrun	2
8019	opt	5
8020	optic	2
8021	optim	4
8022	optimist	12
8023	option	39
8024	opul	3
8025	oracl	1
8026	oral	1
8027	orang	9
8028	orangereddish	1
8029	orano	1
8030	orat	2
8031	oratori	1
8032	orbit	1
8033	orchard	1
8034	orchestr	4
8035	ordeal	5
8036	orderli	6
8037	ordin	1
8038	ordinari	16
8039	ordnanc	7
8040	oregon	10
8041	oregonstyl	1
8042	oreman	1
8043	organ	115
8044	organiz	2
8045	orgi	1
8046	orient	5
8047	origin	46
8048	orissa	1
8049	orlando	4
8050	orlean	1
8051	orphan	1
8052	orrin	2
8053	ortega	2
8054	ortel	1
8055	orthodox	17
8056	orthoped	1
8057	ortiz	3
8058	osama	84
8059	oscar	5
8060	oshima	3
8061	oshman	6
8062	oskinoff	1
8063	oslo	2
8064	osprey	1
8065	osseo	1
8066	ostentati	1
8067	osteochondrosi	1
8068	ostrichlik	1
8069	otherwis	22
8070	otpor	2
8071	ottoman	5
8072	ouattara	30
8073	oui	1
8074	ouof	1
8075	ourselv	12
8076	oust	51
8077	ouster	9
8078	outboard	3
8079	outbreak	6
8080	outburst	3
8081	outclass	1
8082	outcom	46
8083	outcri	1
8084	outdoor	4
8085	outer	11
8086	outfit	6
8087	outgo	9
8088	outgrowth	2
8089	outgun	1
8090	outing	1
8091	outlast	4
8092	outlaw	8
8093	outlay	1
8094	outlet	4
8095	outli	1
8096	outlin	8
8097	outliv	1
8098	outmaneuv	3
8099	outmod	1
8100	outnumb	3
8101	outofst	2
8102	outplay	1
8103	outpol	16
8104	outpost	1
8105	outpour	5
8106	output	2
8107	outrag	21
8108	outrais	1
8109	outreach	1
8110	outright	21
8111	outserv	1
8112	outset	4
8113	outsid	175
8114	outskirt	4
8115	outsmart	3
8116	outspend	1
8117	outspent	3
8118	outspoken	4
8119	outstand	2
8120	outster	1
8121	outstrip	1
8122	outtara	1
8123	outvot	1
8124	outward	3
8125	outwardli	1
8126	outweigh	2
8127	oval	4
8128	ovat	1
8129	overabund	1
8130	overal	6
8131	overbil	1
8132	overboard	2
8133	overcam	8
8134	overcom	13
8135	overconfid	3
8136	overcrowd	1
8137	overdo	1
8138	overdu	1
8139	overec	1
8140	overestim	1
