t_index	term	df
11734	torch	11
11735	tore	41
11736	tori	1
11737	torment	10
11738	torn	7
11739	torpedo	64
11740	torr	1
11741	torricelli	1
11742	torso	1
11743	tortilla	1
11744	tortur	14
11745	toscap	1
11746	toss	14
11747	tossup	3
11748	total	75
11749	totalitarian	1
11750	tote	2
11751	totter	1
11752	touch	37
11753	touchdown	1
11754	touchi	2
11755	tough	32
11756	toughen	1
11757	tougher	2
11758	toughest	2
11759	toughfought	1
11760	tour	45
11761	tourism	1
11762	tourist	12
11763	tournament	51
11764	tout	2
11765	towel	1
11766	tower	21
11767	town	111
11768	townhallstyl	2
11769	townsend	1
11770	townspeopl	2
11771	towntotown	1
11772	toy	3
11773	trace	13
11774	tracey	1
11775	traci	1
11776	track	47
11777	trade	72
11778	trader	11
11779	tradit	45
11780	traffic	24
11781	traffick	22
11782	tragedi	48
11783	tragic	15
11784	trail	45
11785	trailer	13
11786	train	50
11787	trainer	14
11788	traips	1
11789	trait	1
11790	traition	1
11791	traitor	1
11792	trajkov	1
11793	trampl	2
11794	tran	7
11795	trang	1
11796	tranquil	6
11797	transact	6
11798	transcend	1
11799	transcript	6
11800	transfer	27
11801	transform	6
11802	transit	45
11803	translat	21
11804	transmiss	2
11805	transmit	1
11806	transmitt	1
11807	transnat	1
11808	transpar	13
11809	transpir	3
11810	transport	53
11811	traor	1
11812	trap	69
11813	trash	13
11814	trauma	7
11815	traumat	1
11816	travail	1
11817	travel	70
11818	travelg	1
11819	travesti	2
11820	tray	1
11821	tread	1
11822	treason	2
11823	treasur	5
11824	treasuri	2
11825	treat	39
11826	treati	7
11827	treatment	34
11828	trebjesanin	1
11829	tredway	1
11830	tree	13
11831	treeless	1
11832	trek	2
11833	trembl	1
11834	tremend	8
11835	tremor	23
11836	trench	1
11837	trenchantli	1
11838	trenchcoat	1
11839	trend	15
11840	trent	7
11841	tri	324
11842	triag	1
11843	trial	82
11844	triangl	1
11845	tribal	10
11846	tribe	9
11847	tribesmen	1
11848	tribespeopl	1
11849	tribun	30
11850	tribut	12
11851	trichovich	1
11852	trick	13
11853	tricki	6
11854	trickl	4
11855	tricov	1
11856	trident	1
11857	trigger	23
11858	trillion	1
11859	trilliondollar	1
11860	trim	12
11861	trio	1
11862	trip	83
11863	tripl	2
11864	triplelay	2
11865	triplett	1
11866	tripoli	1
11867	tripp	1
11868	triumph	15
11869	trivedi	1
11870	troop	67
11871	trooper	5
11872	trophi	2
11873	trophyhunt	1
11874	tropic	1
11875	trot	2
11876	troubl	64
11877	troublemak	1
11878	troublesom	2
11879	trounc	1
11880	troup	1
11881	trove	1
11882	truce	3
11883	truck	64
11884	truckbomb	3
11885	trucker	2
11886	truckload	5
11887	true	34
11888	truecrim	2
11889	truer	1
11890	truli	16
11891	truman	5
11892	trumpet	4
11893	trundl	1
11894	trust	26
11895	trustworthi	1
11896	truth	21
11897	tshirt	9
11898	tsvangirai	1
11899	tube	11
11900	tuck	3
11901	tucker	1
11902	tudela	10
11903	tudjman	3
11904	tuesday	164
11905	tug	4
11906	tugboat	1
11907	tull	7
11908	tumb	1
11909	tumbl	7
11910	tumult	2
11911	tumultu	5
11912	tuna	1
11913	tune	6
11914	tuneup	3
11915	tungata	1
11916	tunisia	1
11917	tunnel	5
11918	tupac	4
11919	turban	1
11920	turbin	3
11921	turbul	4
11922	tureen	1
11923	turf	1
11924	turk	2
11925	turkey	17
11926	turkish	2
11927	turmoil	16
11928	turnaround	2
11929	turncoat	1
11930	turner	1
11931	turnout	27
11932	turnov	7
11933	tusca	1
11934	tussl	1
11935	tutori	1
11936	tuxedo	1
11937	tv	59
11938	twa	1
11939	twelfth	1
11940	twelv	2
11941	twenti	7
11942	twice	42
11943	twig	1
11944	twin	6
11945	twinengin	8
11946	twist	21
11947	twoandahalf	1
11948	twobytwo	3
11949	twocandid	2
11950	twocar	1
11951	twochild	1
11952	twoday	5
11953	twohour	5
11954	twoinch	1
11955	twopag	4
11956	twoparti	1
11957	twopiec	2
11958	tworepubl	1
11959	twosetstonon	1
11960	twostep	1
11961	twostori	2
11962	twoterm	10
11963	twothird	5
11964	twotim	8
11965	twoway	4
11966	twoweek	2
11967	twoweeklong	1
11968	twoyear	7
11969	twoyearold	1
11970	tyner	1
11971	type	23
11972	typewrit	1
11973	typhu	1
11974	typic	6
11975	typifi	1
11976	typograph	2
11977	tyranni	3
11978	tyrant	2
11979	tyson	5
11980	tysyacheletiy	1
11981	ueno	2
11982	ufwet	1
11983	ugaz	3
11984	ugli	3
11985	uhhuh	1
11986	uk	1
11987	ulihrach	2
11988	ultim	31
11989	ultimatum	3
11990	ultra	1
11991	ultralight	3
11992	ultramodern	2
11993	ultranationalist	3
11994	umbil	1
11995	umbrella	2
11996	umesh	1
11997	umpir	6
11998	unabl	24
11999	unaccept	7
12000	unaccount	12
12001	unaccountedfor	2
12002	unambigu	1
12003	unanim	6
12004	unannounc	4
12005	unansw	4
12006	unapologet	1
12007	unarm	5
12008	unattend	1
12009	unauthor	3
12010	unavoid	2
12011	unawar	3
12012	unbalanc	1
12013	unbear	1
12014	unbeaten	1
12015	unbeliev	6
12016	unbias	2
12017	unborn	1
12018	unbridl	1
12019	unbroken	2
12020	uncal	1
12021	uncanni	1
12022	unceasingli	1
12023	uncertain	14
12024	uncertainti	12
12025	unchalleng	3
12026	unchang	6
12027	uncharacterist	2
12028	uncharismat	1
12029	uncheck	4
12030	uncl	9
12031	unclaim	2
12032	unclassifi	3
12033	unclear	27
12034	uncoil	1
12035	uncollect	1
12036	uncomfort	2
12037	uncommit	2
12038	uncommon	1
12039	unconcern	1
12040	uncondit	4
12041	unconfirm	3
12042	unconsci	2
12043	unconstitut	2
12044	unconvinc	1
12045	uncork	1
12046	uncorrupt	1
12047	uncount	1
12048	uncov	14
12049	uncrit	1
12050	undaunt	1
12051	undecid	8
12052	undef	1
12053	undemocrat	3
12054	underachiev	1
12055	underag	4
12056	undercov	1
12057	undercut	9
12058	underdog	1
12059	underestim	5
12060	undergo	7
12061	undergon	1
12062	underground	6
12063	underli	3
12064	underlin	3
12065	undermin	14
12066	underneath	7
12067	underpaid	1
12068	underscor	14
12069	undersea	1
12070	undersecretari	2
12071	undersecretarygener	3
12072	undersheriff	2
12073	understaf	1
12074	understand	55
12075	understat	1
12076	understood	11
12077	understudi	1
12078	undertak	5
12079	undertaken	6
12080	underton	1
12081	undertook	1
12082	underw	5
12083	underwat	21
12084	underway	9
12085	underwood	1
12086	underworld	3
12087	undescrib	1
12088	undeserv	2
12089	undetect	6
12090	undisclos	2
12091	undisput	2
12092	undisturb	1
12093	undivid	1
12094	undo	1
12095	undon	1
12096	undoubtedli	3
12097	undu	2
12098	unduli	2
12099	unearth	4
12100	uneasi	8
12101	unelect	1
12102	unemploy	5
12103	unenforc	1
12104	unequivoc	2
12105	uner	2
12106	unesco	1
12107	unexpect	9
12108	unexpectedli	4
12109	unexpir	1
12110	unexplain	4
12111	unexplod	4
12112	unfair	13
12113	unfairli	4
12114	unfamiliar	4
12115	unfathom	2
12116	unfaz	3
12117	unfett	9
12118	unfinish	4
12119	unfit	15
12120	unflatt	1
12121	unfold	12
12122	unforc	12
12123	unfortun	17
12124	unfound	3
12125	unfurl	1
12126	ungovern	2
12127	unhappi	4
12128	unharm	5
12129	unheard	1
12130	unhelp	1
12131	unhurt	1
12132	unicef	1
12133	unidentifi	15
12134	unif	2
12135	unifi	12
12136	uniform	24
12137	unilater	1
12138	unimagin	3
12139	unimpos	1
12140	uninform	1
12141	uninhabit	1
12142	unintellig	1
12143	unintend	1
12144	union	59
12145	unionist	2
12146	unionl	1
12147	uniqu	3
12148	unit	375
12149	uniti	23
12150	univers	65
12151	univis	3
12152	unjust	3
12153	unjustifi	7
12154	unjustli	1
12155	unknowingli	1
12156	unknown	38
12157	unlaw	1
12158	unleash	5
12159	unless	14
12160	unlevel	1
12161	unlik	31
12162	unlimit	2
12163	unload	11
12164	unman	1
12165	unmark	1
12166	unmistak	2
12167	unnam	4
12168	unnecessari	6
12169	unnot	1
12170	unoffici	5
12171	unpack	1
12172	unpalat	1
12173	unpolish	1
12174	unpopular	7
12175	unpreced	27
12176	unprecedentedli	1
12177	unpredict	4
12178	unpretenti	2
12179	unprint	1
12180	unprotect	4
12181	unpunish	1
12182	unquestion	1
12183	unravel	8
12184	unreason	2
12185	unrecov	1
12186	unregul	3
12187	unrel	5
12188	unreli	2
12189	unrepres	2
12190	unresolv	4
12191	unrest	17
12192	unrestrict	1
12193	unsaf	3
12194	unsatisfactori	4
12195	unsatisfi	1
12196	unsavori	2
12197	unscath	5
12198	unschedul	2
12199	unscom	1
12200	unscript	1
12201	unscrupul	2
12202	unseason	1
12203	unseat	11
12204	unsecur	4
12205	unseed	12
12206	unseen	2
12207	unselfish	1
12208	unsettl	6
12209	unshaken	2
12210	unshaven	1
12211	unsheath	1
12212	unspecif	3
12213	unspecifi	6
12214	unspectacular	3
12215	unspoken	1
12216	unstabl	9
12217	unsteadi	1
12218	unsteadili	1
12219	unsubstanti	2
12220	unsuccess	15
12221	unsupervis	2
12222	unsur	6
12223	unsuspect	1
12224	unswervingli	2
12225	unsympathet	1
12226	untabul	2
12227	untaint	1
12228	untal	1
12229	untap	2
12230	untest	2
12231	unthink	3
12232	unthreaten	2
12233	untold	2
12234	untouch	3
12235	untreat	2
12236	untrustworthi	1
12237	untruth	2
12238	unus	2
12239	unusu	29
12240	unveil	3
12241	unwant	3
12242	unwarr	1
12243	unwil	10
12244	unwilling	3
12245	unwis	2
12246	unwittingli	2
12247	upbeat	1
12248	upcom	10
12249	updat	18
12250	upfront	1
12251	upheav	5
12252	upheld	1
12253	uphil	2
12254	uphold	3
12255	upkeep	1
12256	upper	8
12257	upris	44
12258	uproar	5
12259	uproot	1
12260	upscal	3
12261	upset	40
12262	upshot	1
12263	upsid	3
12264	upstag	1
12265	upstart	2
12266	upstat	2
12267	upsurg	1
12268	upto	1
12269	uptod	1
12270	upward	2
12271	ural	2
12272	urban	8
12273	urdulanguag	2
12274	ureg	1
12275	urg	92
12276	urgenc	4
12277	urgent	12
12278	uruguay	2
12279	urvashi	1
12280	usa	4
12281	usaid	2
12282	usama	1
12283	usback	13
12284	usbas	1
12285	usha	1
12286	usher	3
12287	usl	5
12288	usnorth	2
12289	usrussia	1
12290	usrussian	6
12291	uss	237
12292	ussol	1
12293	ussr	2
12294	ustacov	1
12295	ustakov	1
12296	ustokov	1
12297	ustrain	4
12298	usual	39
12299	usulutan	1
12300	usvietnam	2
12301	usvietnames	3
12302	usyemeni	1
12303	utah	6
12304	utensil	1
12305	util	5
12306	uttar	4
12307	utter	3
12308	utterli	14
12309	uvarov	1
12310	uvil	1
12311	uzic	1
12312	vacanc	11
12313	vacant	3
12314	vacat	15
12315	vacuum	5
12316	vadim	8
12317	vagari	1
12318	vagu	3
12319	vaibhav	3
12320	vaidya	1
12321	vain	6
12322	vajpaye	13
12323	valdimir	2
12324	valentin	37
12325	valetin	1
12326	valiantli	1
12327	valid	6
12328	vall	1
12329	vallanc	1
12330	vallentin	1
12331	valley	4
12332	valu	21
12333	valuabl	8
12334	van	21
12335	vandal	3
12336	vanek	9
12337	vanish	6
12338	vanquish	2
12339	vantag	1
12340	vap	1
12341	vapid	1
12342	vara	3
12343	varadero	1
12344	varga	3
12345	vari	7
12346	variat	2
12347	varieti	9
12348	variou	24
12349	various	1
12350	varonec	1
12351	vasiltsov	1
12352	vassal	1
12353	vast	23
12354	vastli	4
12355	vat	1
12356	vault	3
12357	vavrinec	1
12358	vecernj	2
12359	vedrin	4
12360	veekz	1
12361	veen	1
12362	vega	4
12363	veget	1
12364	vehement	3
12365	vehicl	46
12366	veil	9
12367	vein	1
12368	velensuela	1
12369	velez	1
12370	velimir	2
12371	vellari	1
12372	vendingstand	1
12373	vendor	2
12374	veneer	1
12375	venero	1
12376	venezuela	3
12377	venezuelan	2
12378	veng	2
12379	venom	2
12380	vent	1
12381	ventil	1
12382	ventur	15
12383	ventura	1
12384	venturoni	1
12385	venu	36
12386	verandah	2
12387	verb	2
12388	verbal	3
12389	verdict	24
12390	verg	7
12391	veri	275
12392	verifi	7
12393	vermont	3
12394	vern	24
12395	vernon	6
12396	vero	3
12397	veronica	1
12398	veronika	1
12399	vers	5
12400	version	18
12401	versu	1
12402	vertigo	1
12403	veselinov	1
12404	vesna	2
12405	vessel	56
12406	vest	8
12407	vestig	7
12408	vet	2
12409	veteran	41
12410	veto	2
12411	vetrivinia	1
12412	vex	1
12413	via	6
12414	vibe	1
12415	vibrat	1
12416	vicar	1
12417	vice	90
12418	vicent	1
12419	vicepresid	3
12420	vicepresidenti	2
12421	viciou	3
12422	vick	1
12423	victim	104
12424	victor	14
12425	victori	140
12426	video	40
12427	videodisc	1
12428	videotap	30
12429	vidyayevo	1
12430	vienna	1
12431	viet	3
12432	vietcong	1
12433	vietnam	55
12434	vietnamclinton	1
12435	vietnames	45
12436	vietnameseamerican	3
12437	view	61
12438	viewer	6
12439	viewpoint	1
12440	vigil	23
12441	vigor	10
12442	vij	1
12443	vijay	1
12444	vijesti	1
12445	vike	1
12446	vikram	1
12447	viktor	1
12448	vila	1
12449	vile	1
12450	vilifi	4
12451	villa	4
12452	villag	34
12453	villain	1
12454	villamil	1
12455	villanueva	3
12456	vilonuaeva	1
12457	vinc	1
12458	vincent	4
12459	vinci	4
12460	vinciguerra	2
12461	vindic	3
12462	vindict	2
12463	vineet	2
12464	vinegar	1
12465	vini	1
12466	vinroot	1
12467	vintag	1
12468	violat	31
12469	violenc	106
12470	violent	32
12471	vip	2
12472	viral	1
12473	virgin	2
12474	virgini	4
12475	virginia	61
12476	virginian	1
12477	virtu	3
12478	virtual	25
12479	viru	7
12480	virul	1
12481	visa	8
12482	viscer	1
12483	visibl	37
12484	vision	10
12485	visit	155
12486	visitor	6
12487	visor	1
12488	vista	1
12489	visual	4
12490	vital	17
12491	vitali	1
12492	vitamin	1
12493	vitup	1
12494	vituper	1
12495	vivid	5
12496	vividli	2
12497	viyanka	2
12498	vk	2
12499	vladamiro	1
12500	vladan	2
12501	vlademi	1
12502	vlademiro	1
12503	vladimero	1
12504	vladimir	79
12505	vladimiro	42
12506	vlajko	4
12507	vlatislav	1
12508	vo	2
12509	voa	58
12510	vocabulari	1
12511	vocal	3
12512	vodafon	7
12513	vogu	2
12514	voic	35
12515	void	7
12516	voinovich	1
12517	voislav	1
12518	vojislav	98
12519	vojislov	3
12520	vojvodina	5
12521	volatil	18
12522	volcan	1
12523	volcano	1
12524	volgin	1
12525	volley	15
12526	volta	1
12527	volum	1
12528	volunt	28
12529	voluntarili	2
12530	von	5
12531	vopt	1
12532	vote	182
12533	votecount	3
12534	votegett	1
12535	voter	65
12536	voterig	2
12537	vow	45
12538	voyag	5
12539	vranj	2
12540	vranjkov	1
12541	vs	1
12542	vtrac	1
12543	vu	1
12544	vucic	1
12545	vuk	5
12546	vukicev	1
12547	vulcanologist	1
12548	vulner	35
12549	vuong	1
12550	vy	2
12551	vya	3
12552	vyacheslav	4
12553	vycheslav	1
12554	wad	1
12555	wada	1
12556	wade	4
12557	wadi	1
12558	waft	2
12559	wage	14
12560	wagner	3
12561	wahab	1
12562	waifish	1
12563	waight	1
12564	wail	9
12565	wainek	1
12566	waisman	1
12567	waistband	1
12568	wait	99
12569	waiv	7
12570	waiver	5
12571	wake	31
12572	wakeforest	1
12573	wakeup	1
12574	wakil	1
12575	walden	2
12576	waldo	1
12577	walk	67
12578	walker	7
12579	walkietalki	1
12580	walkin	2
12581	walkout	7
12582	wall	72
12583	wallac	3
12584	walledin	1
12585	wallstreet	1
12586	walmart	1
12587	walter	6
12588	wand	2
12589	wanda	1
12590	wander	15
12591	wane	9
12592	wanna	1
12593	warcrim	4
12594	warden	4
12595	ware	1
12596	warehous	3
12597	warera	1
12598	warfar	9
12599	warfight	1
12600	warhead	1
12601	wari	7
12602	warii	1
12603	warili	1
12604	warm	14
12605	warmer	1
12606	warmest	1
12607	warmli	2
12608	warmth	2
12609	warmup	4
12610	warn	109
12611	warner	6
12612	warp	1
12613	warplan	5
12614	warrant	16
12615	warrel	2
12616	warren	9
12617	warrior	5
12618	warroom	1
12619	warsaw	1
12620	warship	77
12621	warshiprefuel	1
12622	wartim	2
12623	wartorn	1
12624	wash	8
12625	washak	1
12626	washington	211
12627	washingtonbas	3
12628	wasnt	55
12629	wast	5
12630	wastag	1
12631	watch	99
12632	watchdog	2
12633	watcher	5
12634	watchman	3
12635	watchtow	1
12636	water	113
12637	waterfil	3
12638	waterfront	2
12639	waterg	1
12640	waterlin	11
12641	watermelon	1
12642	watersh	1
12643	waterway	2
12644	watkin	1
12645	watson	2
12646	wave	57
12647	waver	2
12648	wax	1
12649	waybourn	1
12650	wayn	6
12651	wayner	1
12652	wbaifm	1
12653	wcaut	1
12654	wcautv	1
12655	weak	28
12656	weaken	8
12657	weaker	9
12658	wealth	8
12659	wealthi	15
12660	wealthier	1
12661	wealthiest	1
12662	weapon	75
12663	weaponri	9
12664	wear	40
12665	weari	14
12666	weather	47
12667	weatherinduc	1
12668	weav	1
12669	web	18
12670	webb	1
12671	weber	1
12672	websit	7
12673	webster	8
12674	wedg	1
12675	wednesday	177
12676	week	376
12677	weekend	65
12678	weekli	10
12679	weekz	1
12680	weep	14
12681	weigh	13
12682	weight	14
12683	weighti	1
12684	weingartn	2
12685	weird	3
12686	welcom	49
12687	weld	7
12688	welder	1
12689	weldon	2
12690	welfar	3
12691	wellarm	1
12692	wellb	3
12693	wellbuilt	1
12694	wellcalcul	1
12695	wellconnect	1
12696	wellearn	1
12697	welleduc	1
12698	wellestablish	1
12699	wellfinanc	1
12700	wellfound	1
12701	wellfund	2
12702	wellintent	3
12703	wellknown	12
12704	wellorgan	11
12705	wellplan	7
12706	wellrespect	1
12707	wellrun	2
12708	welltim	2
12709	welltrain	1
12710	wellwish	3
12711	wellworn	1
12712	wendi	1
12713	wento	1
12714	wep	2
12715	wept	4
12716	werent	24
12717	wesley	3
12718	western	116
12719	westernmad	1
12720	westminst	1
12721	westward	1
12722	wet	3
12723	wethi	10
12724	wgbh	6
12725	whack	2
12726	whale	2
12727	whatev	27
12728	whatsoev	3
12729	wheat	1
12730	wheaton	1
12731	wheel	1
12732	wheelchair	1
12733	wheeler	3
12734	whenev	12
12735	wherea	3
12736	whereabout	23
12737	wherev	5
12738	whiff	1
12739	whilst	3
12740	whim	1
12741	whip	5
12742	whippani	1
12743	whirlwind	1
12744	whisk	1
12745	whisper	3
12746	whistl	5
12747	whistleblow	1
12748	whitacr	1
12749	white	167
12750	whitewash	3
12751	whitewat	19
12752	whither	1
12753	whitman	3
12754	whitmir	1
12755	whittl	2
12756	whoever	6
12757	wholeheartedli	1
12758	wholesal	1
12759	wholesom	1
12760	wholl	2
12761	wholli	1
12762	whom	54
12763	whop	4
12764	whove	4
12765	wibberley	5
12766	wichita	1
12767	wick	1
12768	wide	67
12769	wideey	1
12770	widen	7
12771	wider	9
12772	widerang	3
12773	widespread	18
12774	widow	45
12775	wield	7
12776	wife	124
12777	wiland	1
12778	wild	20
12779	wildcard	1
12780	wildest	1
12781	wildli	6
12782	wildlif	1
12783	wilkesbarr	1
12784	willi	4
12785	william	143
12786	williams	2
12787	williamsport	4
12788	willing	8
12789	wilma	1
12790	wilson	31
12791	wimbledon	23
12792	wind	24
12793	windfal	1
12794	windi	1
12795	window	43
12796	windowless	1
12797	wingat	1
12798	winner	85
12799	winnertakeal	1
12800	winsegerera	1
12801	winstonsalem	5
12802	winter	4
12803	winton	2
12804	wipe	16
12805	wire	17
12806	wisconsin	12
12807	wisconsinmilwauke	3
12808	wisdom	3
12809	wise	5
12810	wiser	2
12811	wish	38
12812	wisnep	1
12813	wisnip	1
12814	wist	1
12815	witch	1
12816	withdraw	19
12817	withdrawn	5
12818	withdrew	16
12819	wither	1
12820	withheld	4
12821	withhold	5
12822	withstand	8
12823	withstood	3
12824	witless	2
12825	witt	1
12826	wittmann	2
12827	wive	2
12828	wnbctv	1
12829	wodi	1
12830	woe	1
12831	woefulli	1
12832	woke	5
12833	woken	3
12834	wolf	4
12835	wolfenson	1
12836	wolfowitz	1
12837	wolfson	4
12838	woman	61
12839	women	106
12840	won	143
12841	wond	1
12842	wonder	41
12843	wont	43
12844	woo	2
12845	wood	16
12846	wooden	10
12847	woodford	2
12848	woodfram	2
12849	woodgouskov	1
12850	woodland	14
12851	woodleaf	1
12852	woodridg	1
12853	woodrow	2
12854	woodruff	8
12855	woodword	1
12856	woolridg	1
12857	woolsey	1
12858	wooster	1
12859	wore	22
12860	workaday	1
12861	workboat	1
12862	worker	141
12863	workforc	4
12864	workingclass	6
12865	workmen	1
12866	workplac	1
12867	workshop	3
12868	worl	1
12869	world	244
12870	worldli	2
12871	worldwid	23
12872	worn	8
12873	worri	52
12874	worriesom	1
12875	worrisom	1
12876	wors	28
12877	worsen	5
12878	worship	15
12879	worshipp	1
12880	worst	60
12881	worth	26
12882	worthsal	1
12883	worthwhil	1
12884	wouldb	1
12885	wouldnt	48
12886	wouldv	1
12887	wound	100
12888	wow	1
12889	wrack	4
12890	wrangl	2
12891	wrap	17
12892	wraparound	1
12893	wrath	2
12894	wrc	1
12895	wre	1
12896	wreak	3
12897	wreck	14
12898	wreckag	24
12899	wrench	9
12900	wrest	5
12901	wrinkl	1
12902	wrist	3
12903	writ	1
12904	write	27
12905	writein	1
12906	writer	11
12907	written	43
12908	writtenbycommitte	1
12909	wrn	1
12910	wrong	49
12911	wrongdo	8
12912	wrongfoot	1
12913	wrote	41
12914	wrought	1
12915	wta	2
12916	wv	1
12917	wva	1
12918	wwwcarnahancom	2
12919	wwwdefenselinkmil	1
12920	wwwirvingpdcom	3
12921	wwwjohnashcroftcom	2
12922	wwwstategovwwwregionswhaindexhtml	1
12923	wwwtdcjstatetxu	1
12924	wwwvoagovnewsnow	1
12925	wxyztv	1
12926	wych	3
12927	wyo	5
12928	wyom	2
12929	xavier	1
12930	xenophob	3
12931	xenophobia	2
12932	xiangkhouang	1
12933	xinjiang	2
12934	xuan	1
12935	ya	1
12936	yaakov	1
12937	yacht	3
12938	yahia	1
12939	yakovlev	1
12940	yale	1
12941	yaleeduc	1
12942	yamoussoukro	1
12943	yan	1
12944	yank	2
12945	yanke	1
12946	yanyodiwich	1
12947	yapi	1
12948	yard	21
12949	yardswid	1
12950	yarra	1
12951	yashwant	1
12952	yasser	14
12953	yassir	1
12954	yaun	1
12955	yaya	1
12956	yeah	13
12957	yearli	1
12958	yearold	190
12959	yearround	1
12960	yell	2
12961	yellow	7
12962	yeltsin	4
12963	yemen	240
12964	yemeni	128
12965	yemeniamerican	1
12966	yemeniborn	1
12967	yemeniinspir	1
12968	yere	1
12969	yeshiva	1
12970	yesinde	1
12971	yesterday	67
12972	yevgen	1
12973	yevgeni	27
12974	yi	1
12975	yield	10
12976	yodowich	1
12977	yojislav	1
12978	yomiuri	2
12979	yonah	1
12980	yopougon	5
12981	yore	1
12982	york	90
12983	yorkbas	1
12984	yorker	3
12985	yorkman	1
12986	yorknew	1
12987	yoshiro	5
12988	youd	9
12989	youll	5
12990	youngblood	1
12991	youngster	3
12992	yourself	12
12993	youth	15
12994	youv	17
12995	youzhni	2
12996	yovano	1
12997	yu	2
12998	yubnotick	1
12999	yug	1
13000	yugaslavia	1
13001	yugoslav	75
13002	yugoslavia	129
13003	yugoslavian	15
13004	yuri	3
13005	yuxi	2
13006	zacatecoluca	1
13007	zacharea	2
13008	zagreb	1
13009	zaharah	1
13010	zajecar	1
13011	zan	2
13012	zander	1
13013	zarem	1
13014	zarko	6
13015	zawahri	3
13016	zay	1
13017	zdanovich	1
